State,Crop,Season,Year,Area_Hectares,Rainfall_mm,Fertilizer_kg_per_ha,Avg_Temp_C,Irrigation_pct,Yield_kg_per_ha
Maharashtra,Soybean,Kharif,2001,4081.21,720.5,89.65,26.8,68.3,599.41
Maharashtra,Soybean,Kharif,2000,3017.33,1653.6,164.96,22.33,53.19,914.38
Maharashtra,Sugarcane,Whole Year,2006,289.4,1530.73,297.9,29.76,46.48,62037.88
Maharashtra,Sugarcane,Whole Year,2007,4138.36,1247.19,285.32,29.97,51.06,68475.94
Maharashtra,Sugarcane,Whole Year,2008,4791.83,1111.67,231.53,22.41,66.92,52395.18
Maharashtra,Sugarcane,Whole Year,2009,344.96,1206.54,279.11,28.47,37.01,59435.59
Maharashtra,Sugarcane,Whole Year,2010,3349.28,420.16,182.55,21.27,33.83,28236.51
Maharashtra,Sugarcane,Whole Year,2011,303.19,896.69,203.51,27.67,48.71,41895.22
Maharashtra,Sugarcane,Whole Year,2012,4203.78,517.99,201.71,19.24,25.34,36531.19
Maharashtra,Sugarcane,Whole Year,2013,4396.27,1136.81,337.94,18.97,27.35,66597.16
Maharashtra,Sugarcane,Whole Year,2014,268.13,577.92,212.38,30.91,23.42,33467.27
Maharashtra,Sugarcane,Whole Year,2015,890.94,490.42,86.99,28.37,38.44,26512.73
Maharashtra,Sugarcane,Whole Year,2016,1822.79,1784.26,255.29,36.98,30.69,62719.67
Maharashtra,Sugarcane,Whole Year,2017,429.95,306.28,251.13,30.84,50.81,29827.85
Maharashtra,Sugarcane,Whole Year,2005,2473.74,923.16,57.2,24.71,33.28,37490.59
Maharashtra,Sugarcane,Whole Year,2004,1611.05,889.72,121.08,19.94,33.43,41123.66
Maharashtra,Sugarcane,Whole Year,2003,3997.69,1316.32,214.08,27.5,89.18,70540.32699999999
Maharashtra,Sugarcane,Whole Year,2002,1782.19,1473.64,346.1506,22.81,85.57,70540.32699999999
Maharashtra,Sugarcane,Whole Year,2001,4161.58,636.99,169.8,26.19,93.37,52714.32
Maharashtra,Sugarcane,Whole Year,2000,1704.25,1396.31,176.0,29.57,82.45,66012.55
Maharashtra,Cotton,Kharif,2006,4030.62,1599.63,67.89,31.84,30.5,243.58
Maharashtra,Cotton,Kharif,2007,2043.56,1079.42,346.1506,20.7,70.66,344.66
Maharashtra,Cotton,Kharif,2008,2010.2,499.51,97.62,36.99,85.97,198.07
Maharashtra,Cotton,Kharif,2009,3362.63,1025.7,175.52,25.16,64.53,290.89
Maharashtra,Cotton,Kharif,2010,2899.19,542.19,191.52,29.07,62.77,258.05
Maharashtra,Cotton,Kharif,2011,174.74,832.25,284.06,29.28,39.59,298.04
Maharashtra,Cotton,Kharif,2012,3490.02,1151.09,288.87,32.7,65.76,402.82
Maharashtra,Cotton,Kharif,2013,1343.6,928.65,229.79,28.27,41.61,315.59
Maharashtra,Cotton,Kharif,2014,82.0,1044.36,135.69,32.69,21.8,264.63
Maharashtra,Cotton,Kharif,2015,913.33,1007.47,77.43,30.51,61.29,268.34
Maharashtra,Cotton,Kharif,2016,2066.46,1082.07,318.97,21.93,21.69,367.91
Maharashtra,Cotton,Kharif,2017,4458.76,1195.42,293.05,26.59,76.24,547.58
Maharashtra,Cotton,Kharif,2005,4569.56,1158.18,104.24,23.38,34.9,260.41
Maharashtra,Cotton,Kharif,2004,2797.91,1181.99,177.95,30.31,26.12,293.51
Maharashtra,Cotton,Kharif,2003,484.55,557.74,205.42,22.28,41.25,280.33
Maharashtra,Cotton,Kharif,2002,118.62,1274.07,250.66,33.97,89.96,502.39
Maharashtra,Cotton,Kharif,2001,149.68,530.68,315.85,27.17,62.34,370.1
Maharashtra,Cotton,Kharif,2000,4662.11,1795.42,266.05,23.74,85.98,584.25
Maharashtra,Mustard,Rabi,2006,293.64,646.62,319.22,23.12,36.55,836.21
Maharashtra,Mustard,Rabi,2007,1233.38,1437.06,278.0,24.25,50.8,1042.31
Maharashtra,Mustard,Rabi,2008,1087.97,1764.84,243.68,36.69,42.75,1005.02
Maharashtra,Mustard,Rabi,2009,3473.7,1748.46,168.07,20.61,70.38,1004.01
Maharashtra,Mustard,Rabi,2010,3660.08,1162.59,112.05,28.09,43.41,837.68
Maharashtra,Mustard,Rabi,2011,3738.81,648.34,171.6,23.38,34.9,548.9
Maharashtra,Mustard,Rabi,2012,3927.77,1663.88,161.07,33.03,87.27,1012.43
Maharashtra,Mustard,Rabi,2013,4783.64,865.01,151.77,19.25,56.46,769.04
Maharashtra,Mustard,Rabi,2014,589.62,672.81,145.08,34.18,85.66,798.25
Maharashtra,Mustard,Rabi,2015,4293.29,1446.98,94.01,31.81,90.88,900.94
Maharashtra,Mustard,Rabi,2016,3428.58,797.43,200.17,30.91,58.29,803.17
Maharashtra,Mustard,Rabi,2017,4021.86,1592.13,91.19,37.05,44.66,720.36
Maharashtra,Mustard,Rabi,2005,3328.45,1427.74,293.58,36.91,43.47,1261.79
Maharashtra,Mustard,Rabi,2004,3404.73,678.47,311.91,21.38,24.02,847.02
Maharashtra,Mustard,Rabi,2003,3601.45,1013.21,304.73,25.67,32.62,1044.3
Maharashtra,Mustard,Rabi,2002,986.52,1380.58,203.33,30.09,54.57,1184.15
Maharashtra,Mustard,Rabi,2001,4152.11,1544.34,262.82,20.11,82.91,1521.68
Maharashtra,Mustard,Rabi,2000,1846.77,1618.92,267.61,20.25,50.58,1319.28
Maharashtra,Chickpea,Rabi,2006,4437.58,370.8,338.42,31.58,67.35,496.99
Maharashtra,Chickpea,Rabi,2007,4713.19,747.41,282.65,25.86,30.44,539.57
Maharashtra,Chickpea,Rabi,2008,103.04,1116.39,342.73,25.38,46.79,832.15
Maharashtra,Chickpea,Rabi,2009,2231.29,1619.87,201.66,28.16,30.38,546.2
Maharashtra,Chickpea,Rabi,2010,4914.56,674.96,72.01,31.26,64.65,376.74
Maharashtra,Chickpea,Rabi,2011,3936.07,593.57,296.08,30.97,51.42,533.93
Maharashtra,Chickpea,Rabi,2012,2317.24,684.97,275.63,28.26,44.06,664.25
Maharashtra,Chickpea,Rabi,2013,1757.83,382.1,111.27,26.37,36.47,341.8
Maharashtra,Chickpea,Rabi,2014,51.12,1672.5,303.16,32.85,32.59,865.18
Maharashtra,Chickpea,Rabi,2015,2181.15,478.71,203.72,24.98,48.11,503.29
Maharashtra,Chickpea,Rabi,2016,3125.59,1378.08,83.18,18.71,94.57,811.25
Maharashtra,Chickpea,Rabi,2017,1739.16,966.28,252.68,28.18,84.61,877.95
Maharashtra,Chickpea,Rabi,2005,4336.88,314.87,283.41,27.21,94.16,654.58
Maharashtra,Chickpea,Rabi,2004,3785.12,672.91,211.52,37.84,84.31,716.17
Maharashtra,Chickpea,Rabi,2003,531.97,1359.56,153.67,18.14,50.26,785.1
Maharashtra,Chickpea,Rabi,2002,1719.79,1541.29,50.18,24.16,38.09,521.82
Maharashtra,Chickpea,Rabi,2001,1206.16,402.28,106.14,29.11,41.85,334.76
Maharashtra,Chickpea,Rabi,2000,4385.73,1657.95,197.89,24.6,28.01,675.95
Maharashtra,Groundnut,Kharif,2006,4769.34,390.34,139.3,23.96,44.03,622.51
Maharashtra,Groundnut,Kharif,2007,656.36,1252.36,87.15,19.41,88.21,1055.59
Maharashtra,Groundnut,Kharif,2008,991.14,1531.88,213.39,19.56,91.66,1573.58
Maharashtra,Groundnut,Kharif,2009,885.61,1580.91,53.97,28.24,77.71,955.37
Maharashtra,Groundnut,Kharif,2010,4677.24,1663.8,295.89,35.76,34.94,1257.87
Maharashtra,Groundnut,Kharif,2011,1916.42,889.98,213.37,21.2,71.84,1108.81
Maharashtra,Groundnut,Kharif,2012,879.45,765.46,201.0,33.93,75.46,1032.23
Maharashtra,Groundnut,Kharif,2013,2757.87,431.17,163.21,26.27,22.99,653.88
Maharashtra,Groundnut,Kharif,2014,1406.24,1733.47,336.09,25.05,23.23,1304.93
Maharashtra,Groundnut,Kharif,2015,4741.51,511.8,279.05,20.17,93.59,1097.95
Maharashtra,Groundnut,Kharif,2016,1939.0,1462.85,152.78,30.55,34.4,1210.99
Maharashtra,Groundnut,Kharif,2017,391.73,802.18,144.11,30.71,46.7,973.31
Maharashtra,Groundnut,Kharif,2005,785.11,1194.7,294.32,25.64,29.92,1372.53
Maharashtra,Groundnut,Kharif,2004,1534.49,1264.19,230.28,31.92,47.19,1348.94
Maharashtra,Groundnut,Kharif,2003,4128.79,606.13,190.71,34.02,33.51,965.63
Maharashtra,Groundnut,Kharif,2002,175.48,1335.07,144.83,19.11,65.74,1221.12
Maharashtra,Groundnut,Kharif,2001,1241.98,880.21,74.17,20.94,42.35,852.24
Maharashtra,Groundnut,Kharif,2000,660.07,761.52,327.82,21.23,92.44,1589.92
Maharashtra,Bajra,Kharif,2006,1068.68,1412.35,214.0,35.69,61.55,750.38
Maharashtra,Bajra,Kharif,2007,872.84,1674.73,148.35,25.44,76.99,809.75
Maharashtra,Bajra,Kharif,2008,1727.18,1728.09,271.38,29.95,86.07,940.92
Maharashtra,Bajra,Kharif,2009,3732.33,1678.81,177.13,24.84,92.12,914.65
Maharashtra,Bajra,Kharif,2010,2252.02,1033.57,155.49,36.19,62.67,762.71
Maharashtra,Bajra,Kharif,2011,1742.15,950.54,304.54,25.27,79.55,1038.38
Maharashtra,Bajra,Kharif,2012,4707.91,1234.82,272.49,34.1,83.38,1062.58
Maharashtra,Bajra,Kharif,2013,2039.29,1310.63,185.11,32.98,46.77,795.05
Maharashtra,Bajra,Kharif,2014,3191.98,579.63,274.81,28.91,35.3,675.75
Maharashtra,Bajra,Kharif,2015,2438.88,624.05,340.18,32.3,91.79,828.56
Maharashtra,Bajra,Kharif,2016,2164.17,1012.65,319.39,28.5,73.05,1025.53
Maharashtra,Bajra,Kharif,2017,661.08,608.97,50.28,18.79,93.3,459.66
Maharashtra,Bajra,Kharif,2005,1249.65,1294.97,301.73,29.01,31.49,1019.18
Maharashtra,Bajra,Kharif,2004,3669.69,1454.62,342.62,29.47,45.62,1182.28
Maharashtra,Bajra,Kharif,2003,3259.9,402.66,319.22,20.39,44.59,656.01
Maharashtra,Bajra,Kharif,2002,1998.5,1010.15,306.36,24.8,85.22,1285.5
Maharashtra,Bajra,Kharif,2001,486.27,1465.2,304.26,21.64,52.28,1169.56
Maharashtra,Bajra,Kharif,2000,2699.97,1252.99,108.95,22.23,23.11,617.63
Madhya Pradesh,Rice,Kharif,2006,1644.23,1139.62,307.38,31.34,52.65,1464.8
Madhya Pradesh,Rice,Kharif,2007,1331.58,379.24,267.83,20.43,42.71,857.56
Madhya Pradesh,Rice,Kharif,2008,2685.73,1146.62,230.17,21.33,48.48,1333.75
Madhya Pradesh,Rice,Kharif,2009,3651.77,1683.91,278.66,29.83,34.4,1377.29
Madhya Pradesh,Rice,Kharif,2010,3350.09,1235.07,230.74,27.8,59.65,1470.85
Madhya Pradesh,Rice,Kharif,2011,1027.9,1507.76,105.73,19.7,52.72,899.05
Madhya Pradesh,Rice,Kharif,2012,3308.62,956.58,133.03,29.16,46.03,825.49
Madhya Pradesh,Rice,Kharif,2013,3698.81,355.07,192.43,24.73,89.04,913.87
Madhya Pradesh,Rice,Kharif,2014,109.41,1129.22,272.2,27.7,26.41,1322.27
Madhya Pradesh,Rice,Kharif,2015,3090.22,654.91,195.05,26.58,25.62,899.82
Madhya Pradesh,Rice,Kharif,2016,575.49,1556.21,121.95,21.9,57.87,1119.67
Madhya Pradesh,Rice,Kharif,2017,230.48,379.12,300.25,20.36,23.39,872.69
Madhya Pradesh,Rice,Kharif,2005,2217.6,1565.99,128.72,26.43,22.99,1232.04
Madhya Pradesh,Rice,Kharif,2004,2875.99,798.64,144.66,20.13,47.51,889.72
Madhya Pradesh,Rice,Kharif,2003,542.5,1449.89,339.88,37.4,84.88,2297.09
Madhya Pradesh,Rice,Kharif,2002,1461.77,1246.16,186.69,27.64,76.83,1715.26
Madhya Pradesh,Rice,Kharif,2001,1445.5,777.06,327.39,19.12,56.42,1463.97
Madhya Pradesh,Rice,Kharif,2000,2754.72,674.62,152.98,35.04,61.94,1119.11
Madhya Pradesh,Wheat,Rabi,2006,2597.97,449.37,54.81,37.27,48.27,720.95
Madhya Pradesh,Wheat,Rabi,2007,3431.42,1698.85,222.7,20.52,63.63,1998.75
Madhya Pradesh,Wheat,Rabi,2008,3843.42,909.62,313.95,30.97,87.44,2008.78
Madhya Pradesh,Wheat,Rabi,2009,1582.97,602.69,322.65,33.21,70.73,1720.46
Madhya Pradesh,Wheat,Rabi,2010,1539.78,576.07,276.94,27.48,36.93,1307.44
Madhya Pradesh,Wheat,Rabi,2011,1664.54,1002.84,94.39,37.69,35.68,1230.98
Madhya Pradesh,Wheat,Rabi,2012,695.25,605.3,280.72,26.51,62.41,1789.78
Madhya Pradesh,Wheat,Rabi,2013,4431.93,430.06,211.51,36.26,49.1,1162.5
Madhya Pradesh,Wheat,Rabi,2014,4156.35,500.54,330.62,33.03,90.6,1636.11
Madhya Pradesh,Wheat,Rabi,2015,4694.0,713.35,149.65,32.02,77.4,1664.45
Madhya Pradesh,Wheat,Rabi,2016,4650.55,607.2,289.4,32.77,24.78,1245.5
Madhya Pradesh,Wheat,Rabi,2017,1557.23,1774.42,242.83,32.35,93.25,2443.61
Madhya Pradesh,Wheat,Rabi,2005,1917.15,1502.76,180.36,35.39,33.55,1919.79
Madhya Pradesh,Wheat,Rabi,2004,1999.09,1212.32,183.37,32.85,37.12,1709.62
Madhya Pradesh,Wheat,Rabi,2003,339.37,749.89,192.29,21.36,46.61,1453.16
Madhya Pradesh,Wheat,Rabi,2002,2937.37,1626.52,95.52,29.96,69.86,1769.32
Madhya Pradesh,Wheat,Rabi,2001,2125.71,1351.65,173.22,28.09,20.55,1820.91
Madhya Pradesh,Wheat,Rabi,2000,240.08,852.38,343.71,26.41,57.65,2380.54
Madhya Pradesh,Maize,Kharif,2006,4554.15,1375.89,224.62,33.96,84.83,1521.67
Madhya Pradesh,Maize,Kharif,2007,1960.95,1750.06,259.15,19.66,84.72,1474.45
Madhya Pradesh,Maize,Kharif,2008,2428.77,403.13,214.92,26.34,85.83,1096.05
Madhya Pradesh,Maize,Kharif,2009,2810.56,381.92,341.55,28.25,41.82,952.86
Madhya Pradesh,Maize,Kharif,2010,2373.56,1586.79,141.47,21.85,29.68,1261.07
Madhya Pradesh,Maize,Kharif,2011,2384.55,641.22,99.86,24.65,90.49,973.95
Madhya Pradesh,Maize,Kharif,2012,1747.98,1782.19,195.57,21.58,86.84,2025.68
Madhya Pradesh,Maize,Kharif,2013,4919.37,375.26,79.01,32.41,41.14,631.01
Madhya Pradesh,Maize,Kharif,2014,962.29,359.04,56.55,33.49,30.08,681.17
Madhya Pradesh,Maize,Kharif,2015,2170.34,340.66,285.05,18.21,77.14,1113.09
Madhya Pradesh,Maize,Kharif,2016,4471.86,949.26,210.66,27.54,49.19,1523.98
Madhya Pradesh,Maize,Kharif,2017,4638.19,1743.09,202.69,27.06,40.9,1336.07
Madhya Pradesh,Maize,Kharif,2005,4796.42,514.22,223.95,23.65,40.93,1066.68
Madhya Pradesh,Maize,Kharif,2004,458.73,531.78,181.87,28.21,39.41,938.33
Madhya Pradesh,Maize,Kharif,2003,1616.46,430.45,140.97,37.33,90.85,1141.55
Madhya Pradesh,Maize,Kharif,2002,4552.5,309.28,293.21,36.97,26.85,821.77
Madhya Pradesh,Maize,Kharif,2001,849.17,1741.12,211.26,18.28,39.32,1863.18
Madhya Pradesh,Maize,Kharif,2000,3679.14,1793.13,136.25,28.76,60.0,1491.09
Madhya Pradesh,Maize,Rabi,2006,2057.94,553.74,343.24,35.07,57.37,1054.04
Madhya Pradesh,Maize,Rabi,2007,2741.75,1342.46,204.55,37.81,65.85,1614.09
Madhya Pradesh,Maize,Rabi,2008,1886.32,1458.23,101.14,25.69,46.02,1262.09
Madhya Pradesh,Maize,Rabi,2009,2446.66,1491.02,222.95,24.84,80.75,1708.87
Madhya Pradesh,Maize,Rabi,2010,1229.53,636.57,201.35,23.22,20.68,917.59
Madhya Pradesh,Maize,Rabi,2011,2255.31,1750.45,221.36,35.27,30.46,1648.57
Madhya Pradesh,Maize,Rabi,2012,2867.57,1601.97,224.93,32.36,47.9,1554.33
Madhya Pradesh,Maize,Rabi,2013,2002.67,1600.59,123.2,37.33,91.86,1449.22
Madhya Pradesh,Maize,Rabi,2014,1275.78,822.08,318.67,37.33,53.26,1559.67
Madhya Pradesh,Maize,Rabi,2015,3454.46,710.21,270.94,19.03,23.7,980.36
Madhya Pradesh,Maize,Rabi,2016,1962.12,830.21,144.69,27.82,44.06,1054.63
Madhya Pradesh,Maize,Rabi,2017,4875.78,916.67,183.41,29.53,93.75,1485.27
Madhya Pradesh,Maize,Rabi,2005,1245.93,1321.92,264.8,30.15,26.64,1545.99
Madhya Pradesh,Maize,Rabi,2004,3000.91,1409.37,113.29,34.83,22.28,1174.45
Madhya Pradesh,Maize,Rabi,2003,4226.87,990.49,115.28,20.68,91.5,1616.77
Madhya Pradesh,Maize,Rabi,2002,2746.77,488.47,136.92,22.78,36.02,762.56
Madhya Pradesh,Maize,Rabi,2001,2085.16,1356.05,115.24,25.33,49.32,1317.2
Madhya Pradesh,Maize,Rabi,2000,386.78,775.36,130.04,28.12,78.33,1385.96
Madhya Pradesh,Soybean,Kharif,2006,4298.7,1567.3,157.9,31.74,43.46,554.82
Madhya Pradesh,Soybean,Kharif,2007,98.65,913.77,148.81,31.87,77.47,532.94
Madhya Pradesh,Soybean,Kharif,2008,1555.27,1517.44,138.18,26.93,74.53,657.22
Madhya Pradesh,Soybean,Kharif,2009,3067.93,1672.65,96.91,33.04,62.62,490.96
Madhya Pradesh,Soybean,Kharif,2010,1409.6,1011.65,150.13,29.59,86.68,723.19
Madhya Pradesh,Soybean,Kharif,2011,2617.8,376.75,119.86,27.84,43.27,338.76
Madhya Pradesh,Soybean,Kharif,2012,949.73,1056.2,146.84,23.16,54.8,581.48
Madhya Pradesh,Soybean,Kharif,2013,575.76,1463.82,292.39,33.36,28.55,749.93
Madhya Pradesh,Soybean,Kharif,2014,3237.34,1551.49,223.21,30.93,54.38,694.55
Madhya Pradesh,Soybean,Kharif,2015,3212.87,422.17,180.5,23.85,60.91,425.6
Madhya Pradesh,Soybean,Kharif,2016,710.41,1337.47,288.5,21.27,27.82,587.53
Madhya Pradesh,Soybean,Kharif,2017,578.22,1274.33,310.4,34.56,66.95,1060.54
Madhya Pradesh,Soybean,Kharif,2005,422.63,468.6,64.79,23.15,30.17,278.86
Madhya Pradesh,Soybean,Kharif,2004,4717.76,1215.56,300.49,32.21,28.44,677.91
Madhya Pradesh,Soybean,Kharif,2003,3692.81,712.65,241.73,24.82,94.83,672.6
Madhya Pradesh,Soybean,Kharif,2002,4656.83,336.97,259.01,32.51,82.73,498.25
Madhya Pradesh,Soybean,Kharif,2001,4873.47,1763.4,69.58,34.44,68.47,553.55
Madhya Pradesh,Soybean,Kharif,2000,3268.43,1773.72,323.55,26.78,23.0,794.7
Madhya Pradesh,Sugarcane,Whole Year,2006,1843.35,1539.59,260.45,27.19,24.13,35167.47
Madhya Pradesh,Sugarcane,Whole Year,2007,4646.35,1261.63,143.5,28.51,24.95,24735.33
Madhya Pradesh,Sugarcane,Whole Year,2008,4864.21,840.09,193.36,25.11,71.19,39698.72
Madhya Pradesh,Sugarcane,Whole Year,2009,1377.31,773.5,87.58,31.11,22.98,23141.38
Madhya Pradesh,Sugarcane,Whole Year,2010,3008.53,1604.54,317.25,26.98,54.45,51528.71
Madhya Pradesh,Sugarcane,Whole Year,2011,4115.23,666.98,176.39,34.78,85.78,32837.1
Madhya Pradesh,Sugarcane,Whole Year,2012,1253.74,1125.86,107.75,20.04,88.33,41236.22
Madhya Pradesh,Sugarcane,Whole Year,2013,291.39,1565.59,181.41,24.85,60.99,45704.87
Madhya Pradesh,Sugarcane,Whole Year,2014,502.2,1434.97,224.73,21.73,34.12,45520.08
Madhya Pradesh,Sugarcane,Whole Year,2015,136.62,373.51,221.83,34.39,44.51,26594.39
Madhya Pradesh,Sugarcane,Whole Year,2016,1780.59,1194.52,132.26,18.53,75.14,46863.0
Madhya Pradesh,Sugarcane,Whole Year,2017,3721.34,1312.85,111.76,25.05,29.46,37803.38
Madhya Pradesh,Sugarcane,Whole Year,2005,692.79,1314.29,307.58,37.25,67.13,60189.98
Madhya Pradesh,Sugarcane,Whole Year,2004,3110.51,1472.19,260.98,34.69,24.22,49046.09
Madhya Pradesh,Sugarcane,Whole Year,2003,3750.23,1576.28,135.84,30.81,43.56,35084.79
Madhya Pradesh,Sugarcane,Whole Year,2002,3575.49,563.84,120.61,27.89,88.61,32520.65
Madhya Pradesh,Sugarcane,Whole Year,2001,1097.99,516.36,277.69,28.01,88.38,43880.3
Madhya Pradesh,Sugarcane,Whole Year,2000,1202.75,535.14,255.03,29.87,76.61,36750.09
Madhya Pradesh,Cotton,Kharif,2006,1581.84,971.96,171.64,37.68,41.92,187.39
Madhya Pradesh,Cotton,Kharif,2007,2844.74,678.48,324.59,23.31,87.19,240.29
Madhya Pradesh,Cotton,Kharif,2008,562.2,1284.84,322.1,21.37,92.62,397.12
Madhya Pradesh,Cotton,Kharif,2009,3400.26,752.38,106.49,24.07,26.98,145.59
Madhya Pradesh,Cotton,Kharif,2010,762.15,456.99,176.88,33.91,30.6,147.57
Madhya Pradesh,Cotton,Kharif,2011,1026.06,446.42,100.05,36.47,81.61,143.78
Madhya Pradesh,Cotton,Kharif,2012,1802.62,1283.73,211.18,31.54,71.2,272.71
Madhya Pradesh,Cotton,Kharif,2013,243.08,983.35,317.29,29.39,82.43,361.99
Madhya Pradesh,Cotton,Kharif,2014,4958.54,545.42,257.53,31.49,93.5,268.36
Madhya Pradesh,Cotton,Kharif,2015,579.79,1471.05,323.06,25.66,67.3,346.95
Madhya Pradesh,Cotton,Kharif,2016,2179.21,956.65,143.11,33.24,90.21,272.85
Madhya Pradesh,Cotton,Kharif,2017,1301.55,400.93,130.4,36.24,67.49,168.56
Madhya Pradesh,Cotton,Kharif,2005,3619.22,685.73,265.82,18.56,48.15,221.74
Madhya Pradesh,Cotton,Kharif,2004,4123.87,652.55,245.68,26.1,64.7,256.12
Madhya Pradesh,Cotton,Kharif,2003,581.88,325.37,322.87,23.39,81.48,246.76
Madhya Pradesh,Cotton,Kharif,2002,4828.97,1673.72,200.86,33.9,30.18,243.01
Madhya Pradesh,Cotton,Kharif,2001,4888.32,1746.53,99.12,23.99,27.51,227.56
Madhya Pradesh,Cotton,Kharif,2000,1922.66,432.6,152.67,37.63,67.23,176.03
Madhya Pradesh,Mustard,Rabi,2006,2110.0,549.81,345.85,34.42,41.11,531.04
Madhya Pradesh,Mustard,Rabi,2007,4647.38,1045.12,302.88,26.92,73.14,777.17
Madhya Pradesh,Mustard,Rabi,2008,3672.77,560.95,158.36,30.75,25.3,394.37
Madhya Pradesh,Mustard,Rabi,2009,4981.31,1011.8,294.82,26.64,79.73,715.15
Madhya Pradesh,Mustard,Rabi,2010,2997.3,1629.89,173.28,30.09,67.25,663.7
Madhya Pradesh,Mustard,Rabi,2011,513.12,325.01,312.06,22.73,35.86,439.65
Madhya Pradesh,Mustard,Rabi,2012,3693.38,780.02,201.81,21.25,91.98,774.1
Madhya Pradesh,Mustard,Rabi,2013,762.19,312.93,55.99,29.73,54.15,283.74
Madhya Pradesh,Mustard,Rabi,2014,2614.18,311.19,176.81,32.36,53.2,369.91
Madhya Pradesh,Mustard,Rabi,2015,4075.05,1182.65,113.23,22.73,67.1,706.09
Madhya Pradesh,Mustard,Rabi,2016,4158.2,923.44,127.49,35.34,70.2,579.81
Madhya Pradesh,Mustard,Rabi,2017,1061.07,1240.2,157.62,37.91,56.01,552.33
Madhya Pradesh,Mustard,Rabi,2005,2455.13,1148.78,325.03,34.02,53.83,966.98
Madhya Pradesh,Mustard,Rabi,2004,2487.22,588.47,189.18,22.92,88.61,713.96
Madhya Pradesh,Mustard,Rabi,2003,1710.26,1728.4,209.92,30.63,60.72,825.63
Madhya Pradesh,Mustard,Rabi,2002,540.77,1234.43,184.06,33.56,36.54,664.95
Madhya Pradesh,Mustard,Rabi,2001,864.6,909.5,327.98,32.21,51.42,774.08
Madhya Pradesh,Mustard,Rabi,2000,4923.65,1299.61,135.62,29.72,28.21,632.61
Madhya Pradesh,Chickpea,Rabi,2006,4830.89,562.18,244.41,22.91,73.82,467.98
Madhya Pradesh,Chickpea,Rabi,2007,3091.77,1638.7,73.59,24.62,38.62,414.72
Madhya Pradesh,Chickpea,Rabi,2008,4940.67,884.08,269.78,31.69,35.91,456.91
Madhya Pradesh,Chickpea,Rabi,2009,2085.08,651.49,55.9,35.59,92.42,320.24
Madhya Pradesh,Chickpea,Rabi,2010,1740.77,807.76,52.13,31.61,81.91,361.96
Madhya Pradesh,Chickpea,Rabi,2011,3960.91,1224.44,63.46,30.45,43.17,391.32
Madhya Pradesh,Chickpea,Rabi,2012,1875.19,1454.6,293.28,26.01,91.04,911.24
Madhya Pradesh,Chickpea,Rabi,2013,2445.19,1646.3,322.33,19.75,90.24,802.49
Madhya Pradesh,Chickpea,Rabi,2014,4136.4,1486.97,110.27,34.1,83.76,565.25
Madhya Pradesh,Chickpea,Rabi,2015,296.81,524.86,211.27,29.52,68.39,436.53
Madhya Pradesh,Chickpea,Rabi,2016,134.0,1740.55,63.38,20.86,21.05,393.45
Madhya Pradesh,Chickpea,Rabi,2017,3346.44,1533.99,53.98,28.84,54.47,441.67
Madhya Pradesh,Chickpea,Rabi,2005,2519.89,408.32,255.33,28.06,77.39,421.95
Madhya Pradesh,Chickpea,Rabi,2004,3258.87,558.58,311.72,30.26,31.79,455.8
Madhya Pradesh,Chickpea,Rabi,2003,4813.57,1077.55,71.87,30.54,38.99,428.82
Madhya Pradesh,Chickpea,Rabi,2002,4895.79,1052.8,186.49,33.07,29.94,531.54
Madhya Pradesh,Chickpea,Rabi,2001,2757.23,1119.37,76.84,26.36,84.0,528.78
Madhya Pradesh,Chickpea,Rabi,2000,4380.09,493.35,266.0,20.02,66.74,493.7
Madhya Pradesh,Groundnut,Kharif,2006,1812.53,1483.37,120.11,30.78,37.68,747.62
Madhya Pradesh,Groundnut,Kharif,2007,677.67,1599.89,228.07,20.54,52.07,1001.58
Madhya Pradesh,Groundnut,Kharif,2008,846.26,1350.52,277.66,20.12,57.96,1164.11
Madhya Pradesh,Groundnut,Kharif,2009,2701.66,891.29,304.46,27.86,55.39,973.03
Madhya Pradesh,Groundnut,Kharif,2010,2477.05,1570.18,299.58,26.07,45.0,1345.61
Madhya Pradesh,Groundnut,Kharif,2011,1229.77,1490.93,195.94,24.68,28.01,821.5
Madhya Pradesh,Groundnut,Kharif,2012,1232.28,1723.92,141.53,21.38,54.55,905.1
Madhya Pradesh,Groundnut,Kharif,2013,2780.98,834.84,184.19,37.31,48.3,646.18
Madhya Pradesh,Groundnut,Kharif,2014,1328.22,665.2,187.33,33.19,35.45,727.53
Madhya Pradesh,Groundnut,Kharif,2015,1726.73,1145.61,111.49,32.84,23.92,670.85
Madhya Pradesh,Groundnut,Kharif,2016,4270.09,597.29,312.32,25.05,74.2,994.75
Madhya Pradesh,Groundnut,Kharif,2017,676.85,567.78,197.91,19.64,34.7,626.32
Madhya Pradesh,Groundnut,Kharif,2005,4721.64,1764.73,162.88,36.47,60.86,1078.99
Madhya Pradesh,Groundnut,Kharif,2004,3311.56,1783.69,129.51,31.44,23.9,711.68
Madhya Pradesh,Groundnut,Kharif,2003,612.55,305.88,346.1506,34.05,79.0,676.42
Madhya Pradesh,Groundnut,Kharif,2002,798.76,727.01,162.79,33.13,60.47,795.55
Madhya Pradesh,Groundnut,Kharif,2001,433.54,327.04,80.7,26.21,89.99,603.78
